điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,địa điểm,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng
8.1,7.9,7.7,7.0,6.7,1 ngõ 14 huỳnh thúc kháng quận ba đình hà nội,08:00,23:00,25.000đ - 150.000đ,45,2,35,6,2,hien-ca-phe
7.3,7.3,7.0,6.8,6.6,225 bạch mai quận hai bà trưng hà nội,10:00,23:00,30.000đ - 200.000đ,52,2,37,10,3,chao-ech-singapore-sentosa-bach-mai
7.1,7.0,6.9,6.5,6.5,88 thuốc bắc quận hoàn kiếm hà nội,07:00,15:00,20.000đ - 60.000đ,20,0,11,5,4,chao-long-bun-dau-thuoc-bac
8.4,7.9,7.8,7.3,6.5,504 thụy khuê p bưởi quận tây hồ hà nội,10:15,23:00,25.000đ - 55.000đ,33,2,26,4,1,chao-nieu-thuy-khue
7.6,7.4,7.4,7.0,6.5,2a lý quốc sư quận hoàn kiếm hà nội,06:30,18:30,15.000đ - 25.000đ,48,3,31,11,3,chao-suon-co-la
8.1,7.2,7.2,7.2,6.4,14 đồng xuân quận hoàn kiếm hà nội,00:01,23:59,20.000đ - 50.000đ,201,5,137,56,3,chao-suon-dong-xuan
7.3,7.0,6.9,6.9,6.5,4 hàng vải p hàng bồ quận hoàn kiếm hà nội,08:00,23:59,10.000đ - 50.000đ,51,6,28,9,8,chao-suon-sun-huyen-anh-hang-vai
8.3,8.2,7.4,6.8,6.3,a15 nghĩa tân quận cầu giấy hà nội,11:00,20:30,6.000đ - 15.000đ,30,1,23,6,0,chao-trai-nghia-tan
8.1,7.5,7.1,7.0,6.7,26 trần xuân soạn quận hai bà trưng hà nội,11:00,21:00,15.000đ - 28.000đ,93,4,65,22,2,chao-trai-tran-xuan-soan
8.8,8.8,8.5,8.2,7.7,143 ngô xuân quảng gia lâm hà nội,08:00,23:30,25.000đ - 60.000đ,6,3,2,1,0,charm-cha-tea-coffee
7.3,7.2,7.1,6.6,6.5,ki ốt 2 b4 kim liên quận đống đa hà nội,08:00,22:00,40.000đ - 60.000đ,76,0,45,27,4,chatime-pham-ngoc-thach
7.6,6.8,6.6,5.8,5.7,194 nguyễn văn cừ quận long biên hà nội,09:00,21:00,25.000đ - 55.000đ,12,0,6,5,1,chatime-long-bien
7.8,7.8,7.6,6.9,6.9,8 chợ gạo quận hoàn kiếm hà nội,08:00,23:00,10.000đ - 50.000đ,20,1,16,3,0,cafe-tra-chanh-che-cho-gao
7.2,7.2,7.0,6.8,6.5,6 ngõ 27 cát linh quận đống đa hà nội,11:00,21:00,20.000đ - 25.000đ,12,1,9,1,1,che-buoi-hemi-shop-online
6.5,6.4,6.1,6.0,5.5,34a dịch vọng hậu quận cầu giấy hà nội,11:00,21:30,15.000đ - 15.000đ,39,10,7,10,12,che-da-nang
6.8,6.6,6.4,6.3,6.3,6 trần thái tông quận cầu giấy hà nội,10:30,23:00,10.000đ - 25.000đ,8,0,2,6,0,che-da-nang-tran-thai-tong
7.5,7.3,7.0,6.8,6.3,25 nguyễn phong sắc quận cầu giấy hà nội,09:00,22:00,10.000đ - 20.000đ,32,1,19,11,1,che-dua-thai-lan-nguyen-phong-sac
7.0,6.6,6.5,6.5,5.9,351 nguyễn trãi quận thanh xuân hà nội,07:00,23:00,15.000đ - 40.000đ,13,1,6,3,3,che-dua-thai-lan-nguyen-trai
7.9,7.9,7.9,7.4,7.2,3 ngõ 286 giáp bát quận hoàng mai hà nội,10:00,23:59,15.000đ - 50.000đ,26,5,17,1,3,che-huong-che-bat-tra-chanh
8.5,8.1,7.7,7.2,7.1,tập thể c5 giảng võ trần huy liệu quận ba đình hà nội,11:00,18:00,15.000đ - 50.000đ,29,4,20,5,0,che-mai-tien-giang-vo
7.4,7.0,6.7,6.4,6.2,53c hai bà trưng quận hoàn kiếm hà nội,11:00,21:00,15.000đ - 50.000đ,78,6,43,17,12,che-me-nhim-che-sau-da-nang
7.6,7.3,6.4,6.4,6.3,64 66 lê thanh nghị p bách khoa quận hai bà trưng hà nội,07:00,22:30,35.000đ - 77.000đ,121,11,49,43,18,it-cream
8.3,8.1,7.9,7.5,6.6,74 ngô thì nhậm quận hai bà trưng hà nội,12:30,22:00,20.000đ - 50.000đ,23,3,14,6,0,che-ngon-nguyen-huu-huan
7.6,6.9,6.7,6.5,6.4,15 chùa láng quận đống đa hà nội,08:00,21:30,20.000đ - 40.000đ,13,0,8,5,0,che-sai-gon-chua-lang
6.5,6.4,6.2,6.2,6.1,79 trần quốc hoàn quận cầu giấy hà nội,10:00,22:00,15.000đ - 30.000đ,36,1,20,6,9,che-sau-lien-tran-quoc-hoan
6.3,6.2,5.8,5.7,5.6,1 nguyễn quý đức trung tâm tin học quận thanh xuân hà nội,09:00,23:00,15.000đ - 50.000đ,11,1,3,4,3,che-sau-lien-da-nang-nguyen-quy-duc
8.4,7.8,7.7,7.2,7.1,16 quang trung quận hà đông hà nội,09:00,23:00,25.000đ - 35.000đ,11,3,6,0,2,che-sau-lien-da-nang-quang-trung
6.9,6.7,6.5,6.3,6.3,108 a8 ngo 1a tôn thât tung quận đống đa hà nội,08:00,22:30,10.000đ - 40.000đ,53,0,22,27,4,che-thai-ha-ton-that-tung
7.1,6.9,6.3,6.3,5.7,đầu ngõ a2 tt nam đồng ngõ 119 hồ đắc di đối diện nhà thuốc 22 quận đống đa hà nội,09:30,19:00,15.000đ - 33.000đ,73,0,34,31,7,che-thai-ho-dac-di-cho-nam-dong
7.6,7.5,7.2,7.1,7.0,292 bà triệu quận hai bà trưng hà nội,10:00,21:30,50.000đ - 110.000đ,77,2,61,11,3,kfc-ba-trieu
7.6,7.5,7.2,7.1,6.8,tầng hầm 2b2 royal city 72a nguyễn trãi quận thanh xuân hà nội,10:00,22:00,30.000đ - 100.000đ,42,3,27,9,3,kfc-royal-city
8.3,7.7,7.3,7.0,6.9,7a yên phụ quận tây hồ hà nội,10:00,21:30,50.000đ - 110.000đ,22,1,18,3,0,kfc-yen-phu
8.4,8.0,7.4,7.1,6.3,65c trần quốc toản quận hoàn kiếm hà nội,08:00,22:00,50.000đ - 200.000đ,17,2,12,2,1,kisu-sushi
7.8,7.2,7.2,7.2,6.6,117 đội cấn quận ba đình hà nội,09:00,22:00,10.000đ - 30.000đ,17,0,10,7,0,che-thap-cam-117-doi-can
8.7,8.3,7.7,7.5,7.5,295 khâm thiên quận đống đa hà nội,08:00,23:00,15.000đ - 50.000đ,47,10,30,5,2,kone-cafe
8.5,7.8,7.7,7.2,7.1,37 trung hòa quận cầu giấy hà nội,,,11.000đ - 285.000đ,57,3,44,9,1,kong-bbq
7.3,6.9,6.7,6.4,6.2,8 dãy a1 ngõ 201 trần quốc hoàn quận cầu giấy hà nội,08:00,21:00,15.000đ - 20.000đ,82,3,44,23,12,quan-trang-che-teen-house
7.9,7.2,7.2,7.1,6.7,tạ quang bửu quận hai bà trưng hà nội,09:00,21:00,10.000đ - 20.000đ,73,4,51,17,1,che-tu-chon-ta-quang-buu
7.6,7.4,7.2,7.0,6.7,20 quang trung quận hoàn kiếm hà nội,12:00,20:00,10.000đ - 17.000đ,24,2,13,8,1,che-tu-nhien-quang-trung
7.5,7.3,7.3,6.8,6.7,5 nguyễn trường tộ quận ba đình hà nội,12:30,22:00,15.000đ - 33.000đ,111,5,76,26,3,che-xoai-minci-nguyen-truong-to
7.6,7.4,7.3,7.1,6.7,29 hàng giấy quận hoàn kiếm hà nội,09:00,22:30,15.000đ - 100.000đ,128,6,84,35,3,che-xoan-hang-giay
8.3,8.1,7.7,7.5,7.1,26 ngõ 15 hồ giám quận đống đa hà nội,09:00,21:00,85.000đ - 95.000đ,38,7,27,4,0,cheesecake-baked-by-quan-shop-online
7.8,7.6,7.5,7.4,7.1,tầng 3 tttm 71 nguyễn chí thanh p láng hạ quận đống đa hà nội,11:00,22:30,300.000đ - 500.000đ,147,23,94,20,10,seoul-jung-chef-dzung-s
8.3,8.0,7.9,7.9,7.4, 5b tống duy tân quận hoàn kiếm hà nội,09:00,22:30,50.000đ - 110.000đ,21,1,18,2,0,lau-pho
8.2,7.9,7.1,6.8,6.5,số 46 ngõ 41 thái hà quận đống đa hà nội,09:00,19:00,50.000đ - 100.000đ,56,4,38,12,2,cheshi-han-quoc-shop-online
7.3,7.3,7.3,7.2,6.6,42a nguyễn khang quận cầu giấy hà nội,08:00,23:00,30.000đ - 50.000đ,32,7,16,5,4,chevi-tea-coffee-nguyen-khang
7.5,7.4,7.3,7.3,6.6,64 tôn thất tùng quận đống đa hà nội,10:00,22:00,30.000đ - 200.000đ,99,8,70,14,7,long-chat-
7.8,7.8,7.7,7.2,6.6,64b quán sứ quận hoàn kiếm hà nội,10:00,22:00,100.000đ - 330.000đ,64,3,48,10,3,long-dinh
7.3,7.2,7.1,7.0,6.8,184 lò đúc quận hai bà trưng hà nội,07:00,23:00,26.000đ - 50.000đ,219,29,109,56,24,master-tea
7.5,7.4,7.2,7.1,6.7,22 ngõ 80 trần duy hưng quận cầu giấy hà nội,10:00,23:59,30.000đ - 280.000đ,18,2,11,4,1,mi-dai-loan
8.1,7.8,7.3,7.2,7.0,99 quán thánh quận ba đình hà nội,08:30,22:00,20.000đ - 500.000đ,144,6,113,23,2,chez-moi-banh-ngot-phap-ngo-hang-chao
10.0,10.0,8.5,6.0,5.0,cổng chợ mơ mặt đường minh khai cạnh bến xe bus quận hai bà trưng hà nội,06:30,19:30,5.000đ - 15.000đ,2,0,2,0,0,chi-dung-banh-duc-nong-tao-pho-bun-dau
6.8,6.7,6.6,6.3,6.1,1c3 hoàng ngọc phách p láng hạ quận đống đa hà nội,06:00,22:00,20.000đ - 35.000đ,43,2,23,13,4,chi-su-banh-cuon-bun-cha
10.0,10.0,10.0,9.5,8.5,1311 thái thịnh quận đống đa hà nội,07:00,22:00,15.000đ - 40.000đ,2,2,0,0,0,chichbongpt-cafe
8.7,8.3,8.0,7.7,7.3,58 nhân hòa quận thanh xuân hà nội,09:00,21:00,15.000đ - 100.000đ,3,0,3,0,0,chicken-tuk-tuk-ga-ran-thai-lan-nhan-hoa
6.6,6.2,5.7,5.1,5.1,92 trung hòa quận cầu giấy hà nội,06:00,22:00,50.000đ - 200.000đ,22,2,9,2,8,chicken-way-com-ga-suon-bo-ga-pho-mai
7.1,6.9,6.7,6.7,6.3,153 láng hạ quận đống đa hà nội,07:00,22:00,35.000đ - 55.000đ,141,1,87,36,17,net-hue-lang-ha
8.0,7.4,6.9,6.6,6.5,167 phương mai quận đống đa hà nội,09:00,22:00,30.000đ - 500.000đ,43,5,23,12,3,chiicake-banh-bong-lan-trung-muoi-shop-online
7.5,7.3,7.2,7.0,6.6,18 hàm long quận hoàn kiếm hà nội,10:00,21:00,20.000đ - 110.000đ,71,1,49,19,2,nom-toan-beo
6.6,6.2,6.0,6.0,5.0,sân bóng văn quán đường 195 quận hà đông hà nội,16:00,23:00,20.000đ - 35.000đ,24,0,9,8,7,chim-quay-van-quan
7.4,7.4,7.4,7.2,7.0,31 ngũ xã p trúc bạch quận ba đình hà nội,06:00,23:00,25.000đ - 55.000đ,54,6,33,12,3,pho-cuon-31
7.6,7.5,7.1,7.0,6.5,115 triệu việt vương quận hai bà trưng hà nội,07:00,22:00,40.000đ - 100.000đ,42,0,32,8,2,cho-lon-mi-gia-115-trieu-viet-vuong
6.5,6.4,5.5,5.3,5.3,13 lò đúc quận hai bà trưng hà nội,06:00,20:30,40.000đ - 60.000đ,191,2,71,68,50,pho-thin-lo-duc
7.3,7.3,7.0,6.6,6.1,107 d3 ngọc khánh quận ba đình hà nội,09:00,21:30,90.000đ - 143.000đ,58,4,34,15,4,pizza-express
7.1,7.0,6.9,6.4,6.2,123 a6 trần huy liệu quận ba đình hà nội,08:00,22:00,15.000đ - 50.000đ,87,3,41,37,6,thanh-che
7.2,7.0,6.7,6.5,6.5,109 e7 tạ quang bửu bách khoa hà nội quận hai bà trưng hà nội,07:00,22:00,15.000đ - 33.000đ,48,2,21,22,3,quay-nong
9.0,9.0,8.7,7.3,7.3,33 hàm nghi p 1 tp đông hà quảng trị,10:00,22:00,35.000đ - 110.000đ,3,1,2,0,0,chu-cuoi-quan-bun-dau-ha-noi
7.5,7.0,7.0,6.7,6.3,ngõ 4c đặng văn ngữ quận đống đa hà nội,09:00,21:00,10.000đ - 30.000đ,135,10,70,44,11,chu-long-kim-lien-sinh-to-nuoc-ep-trai-cay
7.6,7.5,7.0,6.9,6.2,2 ngõ 28 hương viên quận hai bà trưng hà nội,15:00,20:00,20.000đ - 44.000đ,44,2,23,17,2,banh-mi-kep-nem-khoai-huong-vien
7.2,6.8,6.8,6.7,6.3,211 tô hiệu quận cầu giấy hà nội,08:00,22:00,3.000đ - 45.000đ,97,8,52,24,13,sushi-viet
7.4,7.3,7.2,7.0,6.4,259 bạch mai quận hai bà trưng hà nội,08:00,22:00,10.000đ - 50.000đ,71,0,46,23,2,tao-pho-ne
7.4,7.4,7.2,7.1,6.7,34 hoàng cầu quận đống đa hà nội,08:00,22:30,20.000đ - 50.000đ,35,2,24,9,0,citea-fun-tea-coffee-hoang-cau
7.9,7.7,7.4,7.3,7.1,tầng 4 34 hoàng cầu quận đống đa hà nội,08:30,23:00,25.000đ - 40.000đ,68,2,55,11,0,citea-fun-tea-coffee-le-dai-hanh
7.8,7.4,7.3,7.2,7.0,34 lê đại hành quận hai bà trưng hà nội,08:00,23:00,30.000đ - 77.000đ,27,2,18,6,1,thuy-loi
8.7,8.3,8.2,7.7,7.6,63 tuệ tĩnh quận hai bà trưng hà nội,07:00,23:00,30.000đ - 150.000đ,18,3,15,0,0,citi-coffee
7.0,6.6,6.6,6.3,6.2,104c9 tô hiệu quận cầu giấy hà nội,10:00,22:00,50.000đ - 300.000đ,38,1,23,6,8,vit-29-to-hieu
8.0,7.2,7.1,7.0,6.5,107 nguyễn chí thanh quận đống đa hà nội,07:00,22:00,22.000đ - 33.000đ,60,4,36,19,1,xoi-ca-ro-dong
5.9,4.6,4.5,4.4,4.4,97 nguyễn phong sắc p dịch vọng hậu quận cầu giấy hà nội,05:30,22:00,15.000đ - 275.000đ,42,0,8,13,21,xoi-viet
7.4,7.3,7.3,6.7,6.7,373 nguyễn văn cừ quận long biên hà nội,09:00,23:00,15.000đ - 30.000đ,21,4,9,7,1,zen-sheep-tea
6.9,6.8,6.5,6.4,5.7,93 vũ tông phan quận thanh xuân hà nội,10:00,22:00,15.000đ - 55.000đ,25,4,9,5,7,co-hai-banh-xeo-nem-lui-banh-khot
7.4,7.2,7.1,6.8,6.2,36 hàng cót quận hoàn kiếm hà nội,09:30,23:00,9.000đ - 35.000đ,169,8,107,36,18,co-lien-che-da-nang
7.7,7.6,7.2,7.1,7.0,49a ngô quyền quận hoàn kiếm hà nội,10:00,22:30,15.000đ - 75.000đ,47,3,35,5,4,co-lien-che-da-nang-ngo-quyen
7.5,7.3,7.0,6.9,6.5,425b bạch mai quận hai bà trưng hà nội,09:00,23:00,20.000đ - 50.000đ,71,4,38,26,3,goky-tea-coffee-juice-bach-mai
8.0,7.9,7.6,7.5,7.1,ngõ 285 đội cấn quận ba đình hà nội,15:30,22:00,4.000đ - 50.000đ,10,1,7,2,0,banh-ran-banh-goi
9.0,8.3,8.0,7.7,7.0,322 ngọc lâm quận long biên hà nội,08:00,21:00,15.000đ - 50.000đ,3,0,3,0,0,co-nhung-che-3-mien
6.0,5.9,5.8,5.7,5.7,126 hồng mai quận hai bà trưng hà nội,10:00,22:00,30.000đ - 50.000đ,24,2,9,5,8,co-tam-com-rang
8.9,8.8,8.7,7.9,7.9,20b gầm cầu quận hoàn kiếm hà nội,18:00,23:30,30.000đ - 150.000đ,71,26,39,5,1,co-quynh-lau-nuong
7.4,7.0,6.8,6.6,6.0,31 ngõ 29 hàng khay quận hoàn kiếm hà nội,07:00,21:00,30.000đ - 200.000đ,94,5,54,25,10,co-tuyen-bun-dau-hang-cu
8.3,8.2,7.5,7.3,6.6,75 láng hạ quận đống đa hà nội,10:00,22:00,30.000đ - 300.000đ,34,4,24,5,1,coca-restaurant-am-thuc-thai-lan
7.9,7.8,7.5,7.5,7.4,105 láng hạ quận đống đa hà nội,08:30,23:00,25.000đ - 60.000đ,69,8,46,13,2,coco-fresh-tea-juice-lang-ha
7.6,7.4,7.3,7.1,7.0,6 phạm ngọc thạch quận đống đa hà nội,08:30,22:30,35.000đ - 50.000đ,159,8,117,27,7,coco-fresh-tea-juice-pham-ngoc-thach
7.4,7.3,7.2,7.1,7.0,90 trần duy hưng quận cầu giấy hà nội,10:00,23:00,30.000đ - 60.000đ,16,1,9,6,0,coco-fresh-tea-juice-tran-duy-hung
8.5,7.6,6.5,6.4,5.7,3 yết kiêu quận hai bà trưng hà nội,09:00,23:00,50.000đ - 300.000đ,26,1,17,5,3,cocoon-cafe-lounge
7.2,7.0,6.8,6.8,6.8,155 đội cấn quận ba đình hà nội,08:00,22:00,50.000đ - 150.000đ,81,3,53,16,9,nem-nuong-xuan-dan-cua-bac
6.4,5.6,5.6,5.6,5.2,b20 21 ngách 2 ngõ 76 duy tân quận cầu giấy hà nội,11:00,21:00,20.000đ - 60.000đ,5,0,1,3,1,com-chay-ho-tay-duy-tan
7.0,7.0,6.8,6.7,6.5,5 ngách 2 ngõ 4d đặng văn ngữ quận đống đa hà nội,09:00,20:00,20.000đ - 50.000đ,31,2,19,5,5,cuckoo-foodshop
8.0,8.0,8.0,7.5,6.5,7 ngõ lê đại hành lê đại hành quận hai bà trưng hà nội,07:00,22:00,20.000đ - 55.000đ,2,0,2,0,0,com-hai-com-van-phong
8.0,8.0,7.0,7.0,7.0,kiot khu ẩm thực keangnam quận cầu giấy hà nội,10:30,20:30,25.000đ - 50.000đ,1,0,1,0,0,com-ngon-thuy-beo-khu-am-thuc-keangnam
6.9,6.9,6.6,6.3,5.6,37 khương trung mới quận thanh xuân hà nội,08:00,22:00,40.000đ - 50.000đ,36,1,20,8,7,com-ngu-vi-khuong-trung-moi
6.7,6.5,6.2,6.2,5.4,8 ngõ tràng tiền quận hoàn kiếm hà nội,09:00,18:00,30.000đ - 50.000đ,48,0,27,12,9,com-rang-ngo-trang-tien
9.0,8.5,8.0,7.0,7.0,92 hạ đình quận thanh xuân hà nội,06:00,21:30,22.000đ - 40.000đ,6,0,5,1,0,com-suon-chu-teu
6.8,6.2,5.8,5.4,5.4,7 nguyễn du quận hai bà trưng hà nội,16:00,22:30,50.000đ - 88.000đ,18,0,9,5,3,com-rang-nguyen-du
6.3,4.8,4.5,4.3,3.9,55 bùi thị xuân quận hai bà trưng hà nội,10:00,23:00,35.000đ - 70.000đ,11,0,2,4,5,com-suon-bui-thi-xuan
7.0,6.7,6.7,6.7,6.3,16 trịnh hoài đức p cát linh quận đống đa hà nội,11:00,14:00,30.000đ - 45.000đ,3,0,2,0,1,com-suon-pho-co-trinh-hoai-duc
6.3,4.6,4.1,3.8,3.6,291 trung kính quận cầu giấy hà nội,10:30,22:00,40.000đ - 100.000đ,8,1,0,2,5,com-tam-cay-dua-trung-kinh
6.5,6.2,6.2,6.1,6.1,46 ngõ 116 nhân hoà quận thanh xuân hà nội,10:30,21:00,20.000đ - 40.000đ,24,9,5,3,7,com-tam-sai-gon-suon-nuong-mat-ong
6.6,6.1,6.1,6.0,5.9,22 kim mã quận ba đình hà nội,10:00,21:00,30.000đ - 44.000đ,44,2,19,11,12,com-tam-suon-to-dao-tan
7.1,7.0,7.0,6.9,6.8,b32 cốm vòng ngõ 36 duy tân quận cầu giấy hà nội,10:00,20:30,35.000đ - 50.000đ,35,8,15,5,7,com-tho-anh-nguyen
6.7,6.6,6.4,6.0,5.6,11 đình ngang quận hoàn kiếm hà nội,10:30,23:00,38.000đ - 75.000đ,72,0,35,26,11,com-vien-dinh-ngang
8.3,8.3,8.0,7.8,7.8,44 phan bội châu quận hoàn kiếm hà nội,08:00,23:59,50.000đ - 200.000đ,4,1,3,0,0,com-viet-lau-nuong
7.8,7.4,7.2,7.2,7.0,54 hàng điếu quận hoàn kiếm hà nội,07:30,23:30,20.000đ - 50.000đ,19,1,11,6,1,cong-caphe-hang-dieu
8.2,8.1,7.4,7.3,6.9,101 hoàng cầu quận đống đa hà nội,07:30,23:30,25.000đ - 100.000đ,128,8,97,18,3,cong-caphe-hoang-cau
7.1,6.5,5.6,5.4,4.7,6 lô tt3a linh đường kđt linh đàm quận hoàng mai hà nội,07:00,23:30,25.000đ - 55.000đ,19,2,9,1,7,cong-caphe-kdt-linh-dam
8.0,7.6,7.2,6.9,6.4,27 nhà thờ quận hoàn kiếm hà nội,07:30,23:30,20.000đ - 100.000đ,94,7,60,21,6,cong-caphe-nha-tho
7.9,7.6,7.0,6.8,6.4,8 thái hà quận đống đa hà nội,07:00,23:30,20.000đ - 70.000đ,142,5,93,36,8,cong-caphe-thai-ha
8.5,8.2,7.9,7.8,7.1,15 trúc bạch quận ba đình hà nội,07:30,23:30,20.000đ - 70.000đ,35,3,30,2,0,cong-caphe-truc-bach
7.6,7.5,7.1,7.1,6.5,tầng 1 tòa nhà 4f trung hòa quận cầu giấy hà nội,07:30,23:00,15.000đ - 33.000đ,116,6,78,27,5,cong-caphe-trung-hoa
7.9,7.7,6.7,6.5,5.5,24 tông đản quận hoàn kiếm hà nội,08:00,23:00,50.000đ - 200.000đ,80,3,47,18,12,cosa-nostra
7.3,7.1,7.0,6.8,6.7,71 đặng văn ngữ p trung tự quận đống đa hà nội,08:30,22:00,25.000đ - 50.000đ,257,11,145,84,17,cot-dien-quan-banh-mi-chao-dang-van-ngu
7.0,6.9,6.6,6.4,6.1,104 105b c3 tập thể nghĩa tân quận cầu giấy hà nội,09:00,22:00,25.000đ - 50.000đ,390,6,191,150,43,cot-dien-quan-banh-mi-chao-nghia-tan
6.9,6.8,6.7,6.7,6.6,16 ngõ 28 nguyên hồng quận đống đa hà nội,09:00,21:00,25.000đ - 50.000đ,63,3,34,20,6,cot-dien-quan-banh-mi-chao-doi-can
7.9,7.7,7.7,7.3,6.6,mipec tower 229 tây sơn quận đống đa hà nội,10:00,20:30,100.000đ - 200.000đ,211,12,158,33,7,cowboy-jack-s-american-dining-tay-son
7.8,7.5,7.3,7.2,6.8,72a nguyễn trãi quận thanh xuân hà nội,,,150.000đ - 300.000đ,25,0,21,2,2,cowboy-jack-s-american-dining-royal-city
8.3,8.2,8.1,8.0,7.3,sunrise building d11 trần thái tông quận cầu giấy hà nội,10:00,23:00,150.000đ - 300.000đ,98,22,60,14,2,cowboy-jack-s-american-dining-sunrise-building
8.0,7.7,7.6,7.5,6.8,8 tràng thi quận hoàn kiếm hà nội,11:00,21:30,150.000đ - 300.000đ,162,18,114,24,6,cowboy-jack-s-american-dining-trang-thi
6.5,6.4,6.4,6.1,6.0,18 trung hòa quận cầu giấy hà nội,10:00,22:00,50.000đ - 300.000đ,11,0,6,3,2,vit-29-trung-hoa
8.4,8.4,8.1,8.0,7.4,50 nguyễn đình chiểu quận hai bà trưng hà nội,06:30,18:00,15.000đ - 50.000đ,22,8,11,1,2,crepes-box-fastfood-drinks
7.9,7.6,7.5,7.2,7.0,2 ngõ 91 chùa láng quận đống đa hà nội,07:00,21:30,9.000đ - 24.000đ,210,13,151,39,7,bcrepes-banh-crepe
8.3,7.5,7.5,6.8,6.5,tòa nhà 21b4 khu đô thị green star 234 phạm văn đồng quận bắc từ liêm hà nội,08:00,23:00,30.000đ - 300.000đ,4,0,3,0,1,cua-vang-tay-ho-restaurant
7.7,7.4,7.4,7.2,6.9,20 ngõ 211 xã đàn quận đống đa hà nội,10:30,22:00,35.000đ - 120.000đ,213,15,149,38,9,cube-beefsteak-drinks-bo-bit-tet-kieu-phap
7.3,7.2,7.0,6.8,6.7,5 ngõ 131 thái hà quận đống đa hà nội,08:00,22:00,30.000đ - 100.000đ,23,0,18,2,3,deli-beefsteak-coffee-tea-thai-ha
7.7,7.7,7.6,7.1,6.8,18 đoan tran nghiep quận hai bà trưng hà nội,09:00,21:30,40.000đ - 200.000đ,33,3,20,8,2,cuon-n-roll-restaurant-ba-trieu
7.5,7.4,7.2,6.9,6.4,tầng 3 tòa nhà d2 giảng võ quận ba đình hà nội,09:00,21:30,40.000đ - 468.000đ,62,3,46,7,6,cuon-n-roll-restaurant-giang-vo
7.7,7.3,6.7,6.3,6.0,70 hàng bông quận hoàn kiếm hà nội,16:00,19:00,10.000đ - 15.000đ,3,0,2,0,1,cuong-nuong-banh-mi-thit-xien-nuong
7.8,7.5,7.3,7.2,6.9,3 ngõ 120 hoàng hoa thám quận tây hồ hà nội,10:00,21:00,50.000đ - 165.000đ,270,7,214,34,15,cutisun-bo-bit-tet
7.7,7.6,7.4,6.8,6.8,79 trung hòa quận cầu giấy hà nội,10:30,22:00,50.000đ - 100.000đ,25,3,19,0,3,da-nang-quan-dac-san-da-nang
8.0,8.0,8.0,7.5,6.0,8a hoàng ngọc phách quận đống đa hà nội,06:00,14:00,25.000đ - 35.000đ,2,0,2,0,0,dac-kim-bun-cha-hang-manh
7.7,7.4,7.3,7.1,6.7,11 trần quốc hoàn quận cầu giấy hà nội,10:00,22:00,50.000đ - 165.000đ,35,3,23,7,2,dac-san-da-nang-banh-trang-cuon-thit-heo
8.1,7.8,7.3,7.2,7.1,142 trung hòa quận cầu giấy hà nội,06:00,23:00,30.000đ - 400.000đ,17,2,12,2,1,daddy-paris-cafe-gauteux
8.3,8.0,8.0,7.3,6.7,147c đội cấn quận ba đình hà nội,08:00,22:00,15.000đ - 50.000đ,20,1,18,1,0,dai-yen-tao-pho-sua-dau-nanh
7.5,7.4,7.3,7.1,6.2,3 ngõ 87 láng hạ quận đống đa hà nội,09:30,22:00,50.000đ - 300.000đ,74,4,47,17,6,dakgalbi-restaurant-am-thuc-han-quoc
8.0,7.0,7.0,7.0,6.0,25 đỗ quang quận cầu giấy hà nội,07:30,22:30,25.000đ - 50.000đ,1,0,1,0,0,dang-cafe-do-quang
8.3,8.2,8.1,8.1,7.9,tầng 1tầng 1 mipec tower 229 tây sơn quận đống đa hà nội,10:00,22:00,150.000đ - 500.000đ,135,52,56,21,6,daruma-quan-an-nhat-ban-mipec-tower
8.6,8.4,8.2,8.1,7.8,sunrise building 2 duy tân quận cầu giấy hà nội,10:00,22:00,50.000đ - 250.000đ,62,23,28,9,2,daruma-quan-an-nhat-ban-sunrise-building
7.5,7.2,7.2,7.0,7.0,152b5 kđt đại kim nguyễn cảnh dị quận hoàng mai hà nội,10:00,22:00,200.000đ - 330.000đ,73,1,50,19,3,de-nhat-nuong-yet-kieu
8.3,8.1,7.5,6.2,6.2,27 ngõ 45 trần thái tông quận cầu giấy hà nội,08:00,22:00,29.000đ - 35.000đ,11,1,5,4,1,deatea-tra-sua-banh-ngot
7.6,7.5,7.5,7.2,6.9,102d1 trần huy liệu quận ba đình hà nội,,,15.000đ - 45.000đ,33,2,22,9,0,delio-coffee-giang-vo
7.1,6.9,6.9,6.6,5.8,8a lý đạo thành quận hoàn kiếm hà nội,09:00,21:00,59.000đ - 89.000đ,33,4,17,6,6,delisa-salad-shop-online
8.5,8.3,7.8,7.5,6.3,2 trần thủ độ tp vinh nghệ an,06:00,16:00,20.000đ - 30.000đ,4,1,2,1,0,dung-men-pho-ha-noi
7.7,7.4,7.3,7.2,6.7,180 cầu giấy quận cầu giấy hà nội,08:00,23:00,26.000đ - 46.000đ,199,15,124,52,8,dingtea-cau-giay
7.4,7.2,7.0,6.8,6.3,17 trung hòa quận cầu giấy hà nội,09:30,22:00,100.000đ - 150.000đ,52,3,31,15,3,dim-sum-corner-trung-hoa
